strategy,pattern,pattern_length,support_percent_m,support_percent_b,support_count_m,support_count_b,GR_Malignant,GR_Benign,Contrast_Rate
kmeans,"[('low_perimeter_mean',), ('low_perimeter_worst',)]",2,0.0,0.1876750700280112,0.0,67.0,0.0,inf,inf
kmeans,"[('low_perimeter_mean',), ('low_radius_mean',)]",2,0.0,0.10644257703081232,0.0,38.0,0.0,inf,inf
kmeans,"[('low_perimeter_mean',), ('low_radius_worst',), ('low_area_mean',)]",3,0.0,0.09803921568627451,0.0,35.0,0.0,inf,inf
kmeans,"[('low_perimeter_mean',), ('low_radius_worst',)]",2,0.0,0.17366946778711484,0.0,62.0,0.0,inf,inf
kmeans,"[('low_perimeter_worst',), ('low_area_mean',)]",2,0.0,0.13725490196078433,0.0,49.0,0.0,inf,inf
kmeans,"[('low_perimeter_worst',), ('low_radius_worst',)]",2,0.0,0.12605042016806722,0.0,45.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_area_mean',)]",2,0.0,0.19887955182072828,0.0,71.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_mean',), ('low_area_mean',)]",3,0.0,0.13725490196078433,0.0,49.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_mean',), ('low_perimeter_worst',)]",3,0.0,0.12605042016806722,0.0,45.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_mean',), ('low_radius_worst',)]",3,0.0,0.12885154061624648,0.0,46.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_mean',)]",2,0.0,0.20168067226890757,0.0,72.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_worst',), ('low_area_mean',)]",3,0.0,0.10084033613445378,0.0,36.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_perimeter_worst',)]",2,0.0,0.19047619047619047,0.0,68.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_radius_worst',), ('low_area_mean',)]",3,0.0,0.10084033613445378,0.0,36.0,0.0,inf,inf
kmeans,"[('low_radius_mean',), ('low_radius_worst',)]",2,0.0,0.17647058823529413,0.0,63.0,0.0,inf,inf
kmeans,"[('low_radius_worst',), ('low_area_mean',)]",2,0.0,0.1400560224089636,0.0,50.0,0.0,inf,inf
kmeans,"[('low_radius_worst',), ('low_area_worst',)]",2,0.0,0.10084033613445378,0.0,36.0,0.0,inf,inf
kmeans,"[('low_radius_worst',), ('low_perimeter_worst',)]",2,0.0,0.12885154061624648,0.0,46.0,0.0,inf,inf
kmeans,"[('low_smoothness_mean',), ('low_compactness_mean',)]",2,0.0,0.12885154061624648,0.0,46.0,0.0,inf,inf
kmeans,"[('low_smoothness_mean',), ('low_concave points_mean',)]",2,0.0,0.1092436974789916,0.0,39.0,0.0,inf,inf
kmeans,"[('low_smoothness_mean',), ('low_concave points_worst',)]",2,0.0,0.10644257703081232,0.0,38.0,0.0,inf,inf
kmeans,"[('low_smoothness_mean',), ('low_fractal_dimension_mean',)]",2,0.0,0.09803921568627451,0.0,35.0,0.0,inf,inf
kmeans,"[('low_smoothness_mean',), ('low_smoothness_worst',)]",2,0.0,0.10084033613445378,0.0,36.0,0.0,inf,inf
kmeans,"[('low_smoothness_worst',), ('low_compactness_mean',)]",2,0.0,0.12885154061624648,0.0,46.0,0.0,inf,inf
kmeans,"[('low_smoothness_worst',), ('low_compactness_worst',)]",2,0.0,0.10644257703081232,0.0,38.0,0.0,inf,inf
kmeans,"[('low_smoothness_worst',), ('low_concave points_worst',)]",2,0.0,0.10644257703081232,0.0,38.0,0.0,inf,inf
kmeans,"[('low_smoothness_worst',), ('low_smoothness_mean',)]",2,0.0,0.13165266106442577,0.0,47.0,0.0,inf,inf
kmeans,"[('low_symmetry_mean',), ('low_symmetry_worst',)]",2,0.0,0.12605042016806722,0.0,45.0,0.0,inf,inf
kmeans,"[('low_texture_mean',), ('low_texture_se',)]",2,0.0,0.11204481792717087,0.0,40.0,0.0,inf,inf
kmeans,"[('low_texture_mean',), ('low_texture_worst',)]",2,0.0,0.10364145658263306,0.0,37.0,0.0,inf,inf
kmeans,"[('low_texture_se',), ('low_radius_se',)]",2,0.0,0.1092436974789916,0.0,39.0,0.0,inf,inf
kmeans,"[('low_texture_worst',), ('low_texture_mean',)]",2,0.0,0.16526610644257703,0.0,59.0,0.0,inf,inf
kmeans,"[('low_texture_worst',), ('low_texture_se',)]",2,0.0,0.12885154061624648,0.0,46.0,0.0,inf,inf
kmeans,"[('medium_area_mean',), ('high_perimeter_mean',)]",2,0.15566037735849056,0.0,33.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_mean',), ('high_perimeter_worst',)]",2,0.12735849056603774,0.0,27.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_mean',), ('high_radius_mean',)]",2,0.10377358490566038,0.0,22.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_mean',), ('high_radius_worst',)]",2,0.1179245283018868,0.0,25.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_mean',), ('medium_area_worst',)]",2,0.12264150943396226,0.0,26.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_worst',), ('high_perimeter_mean',)]",2,0.10377358490566038,0.0,22.0,0.0,inf,0.0,inf
kmeans,"[('medium_area_worst',), ('high_perimeter_worst',)]",2,0.1179245283018868,0.0,25.0,0.0,inf,0.0,inf
kmeans,"[('medium_perimeter_se',), ('medium_area_se',)]",2,0.10377358490566038,0.0,22.0,0.0,inf,0.0,inf
kmeans,"[('medium_radius_se',), ('medium_area_se',)]",2,0.16037735849056603,0.0,34.0,0.0,inf,0.0,inf
kmeans,"[('medium_radius_se',), ('medium_perimeter_se',)]",2,0.12735849056603774,0.0,27.0,0.0,inf,0.0,inf
